ID,Recipient,Amount,Currency
725,Yvette Blanchard,8915.07,ILS
726,Amy Banks,977.67,PLN
727,Kevin Garcia,8346.95,SEK
728,Angela Willis,8220.18,DKK
729,Patricia Roach,4148.78,USD
730,David Parker,6773.22,MXN
731,Elizabeth Mosley,2705.83,NOK
732,Richard Dixon,5908.09,CHF
733,Ryan Cline,4102.61,JPY
734,Michael Mccullough,5597.97,ILS
735,Carrie Olson,2926.62,BRL
736,Timothy Howe,528.02,SGD
737,Kathryn Boyd,6662.06,HKD
738,Patricia Nichols,4010.23,SEK
739,Jennifer Ramirez,2100.84,ILS
740,Richard Smith,7561.11,USD
741,Julie Wolf,2414.28,MXN
742,Kyle Anderson,2049.53,ILS
743,Ashley Gay,278.23,EUR
744,Rachael Lee,6267.17,JPY
745,Jacqueline Reilly,9617.42,SGD
746,Jonathan Miller,1241.94,PLN
747,Heather Lester,7578.06,PLN
748,Sharon Herrera,9758.48,NZD
749,David Johnson,3431.38,HKD
750,Katherine Mills,102.44,SEK
751,Kylie Leonard,9194.59,HKD
752,Katherine Ray,469.96,SEK
753,Jeffrey Bell,3624.71,BRL
754,Dr. Joseph Smith,8269.17,SGD
755,Mr. Mario Stevens Jr.,1469.67,INR
756,Samantha Smith,1818.69,HKD
757,Katie Jackson,541.22,SGD
758,Lauren Ward,7043.66,NZD
759,Melissa Gibson,2348.56,HKD
760,Sharon Valentine,1088.49,NOK
761,Adam Obrien PhD,4807.0,NZD
762,Jerry Murray,6319.17,NOK
763,Aaron Becker,8525.04,MXN
764,Paul Powell,6798.92,SEK
765,Corey Mercer,4234.41,BRL
766,Jaclyn Torres,4027.57,ZAR
767,Michael Melton,8588.01,INR
768,Tracy Ford,9930.56,SEK
769,Lindsay Garcia,8946.69,EUR
770,Alexander Sanders,5026.6,NZD
771,Kathryn Gates DVM,5369.82,CHF
772,Christine Rodriguez,6748.7,CAD
773,Jason Mcdaniel,5006.47,EUR
774,Jacob Herman,7526.2,ZAR
775,Claudia Lawson,3316.95,EUR
776,Jennifer Knox,9866.09,SGD
777,Robert Mcdonald,3257.53,KRW
778,Samantha Hernandez,3663.75,MXN
779,Brandon Bryant,8167.26,EUR
780,Jenna Barnett DDS,8693.87,MXN
781,Roy Dodson,4123.31,USD
782,Sarah Collins,1868.3,BRL
783,Pamela Horn,9124.17,NZD
784,Angela Ortiz,7655.6,EUR
785,Brad Johnson,2399.52,CAD
786,Susan Bolton,3275.11,SEK
787,Beth Chase,7967.73,BRL
788,Tim Jones,7840.72,PLN
789,Allison James,9214.89,DKK
790,David Harper,4009.52,AUD
791,Yvette Palmer,6688.61,ILS
792,Robert Murillo,3133.54,NZD
793,Troy Johnson,6155.74,HKD
794,Jennifer Meyers,5381.17,AUD
795,Megan Ramsey,8042.48,ILS
796,Ashley Beck,3757.1,SEK
797,Kimberly Moreno,461.07,INR
798,Michael Johnson,7458.56,NZD
799,Robert Wade,4127.07,SGD
800,Bradley Jackson,420.09,CAD
801,Arthur Riley,878.52,BRL
802,Christina Joseph,2500.96,JPY
803,Melissa Meyers,1842.29,GBP
804,John Jones,9832.48,BRL
805,Nicole Greer,4625.96,SGD
806,Kristin Perez,1246.95,ZAR
807,Jessica Jimenez,8976.57,KRW
808,Jillian Bailey,7898.53,BRL
809,Yolanda Williams,1743.32,NZD
810,Kristen Smith,9203.88,SEK
811,Lisa Riddle,3919.18,AUD
812,Katie Rose,325.92,EUR
813,Robert Finley,8777.56,DKK
814,Sarah Mccoy,4869.64,NOK
815,Jamie Bishop,4310.79,NZD
816,Susan Flowers,7408.56,USD
817,Deborah Saunders,8755.16,ILS
818,Erin Evans,1551.87,KRW
819,Justin Raymond,5440.44,CHF
820,Brooke Bryant,9426.25,DKK
821,Amanda Boyd,1649.73,NZD
822,Mary Finley,6344.59,CHF
823,Brandon Cobb,7542.31,MXN
824,Lori Ochoa,221.26,JPY
825,Benjamin Rivera,7051.99,SGD
826,Evan Espinoza,6559.02,GBP
827,Jennifer Peters,307.38,ZAR
828,Sandra Rich,120.24,GBP
829,Roy Pacheco,2752.53,JPY
830,Matthew Sanders,9963.55,JPY
831,Kimberly Snow,3078.73,NZD
832,Angela Jacobs,9703.73,INR
833,Aaron Reed,6386.05,INR
834,Amy Deleon,3927.35,GBP
835,William Johnson,9942.5,DKK
836,Krista Murray,3541.59,MXN
837,Carla Moreno,8035.94,INR
838,Brandy Smith,8190.33,DKK
839,Robert Ramsey,9194.94,SGD
840,Kevin Monroe,4961.25,SGD
841,Mr. Luis Hayes,8994.87,CAD
842,Robert Bailey,5794.09,AUD
843,Jose Khan,6466.16,BRL
844,Patrick Sanders,6289.3,PLN
845,Kevin Monroe,9379.35,USD
846,Bradley Erickson,3255.15,GBP
847,Ray Hartman,9583.01,EUR
848,Cassandra Rice,1005.17,DKK
849,Matthew Hunt,6912.71,EUR
850,Teresa Johnson,7547.88,JPY
851,Karla Cunningham,6513.98,ILS
852,Jorge Cowan MD,8357.91,CAD
853,Alicia Anderson,7626.68,EUR
854,Joseph Pope,561.06,INR
855,Lance Chavez,5976.29,EUR
856,Jamie Mora,5667.68,KRW
857,Mary Carpenter,4935.64,AUD
858,Juan Duncan,6354.45,PLN
859,Renee Mills,4586.94,AUD
860,Alexis Petersen,7990.27,AUD
861,Amanda Craig,7421.52,NZD
862,Jennifer Lee,9953.68,AUD
863,Amy Jenkins,2173.7,SEK
864,Regina Wallace,1874.64,KRW
865,Deborah Hardin,1713.31,SGD
866,Jeffery Moyer,2997.91,BRL
867,Kyle Garcia,9988.19,PLN
868,Danielle Sullivan,2789.75,ILS
869,Julie Kennedy,8210.99,EUR
870,Tracy Mcintosh,492.45,BRL
871,Caleb Taylor,2000.0,GBP
872,Bobby Moyer,5081.37,AUD
873,Keith Williams,3475.85,JPY
874,Teresa Mosley,8983.63,EUR
875,David Tapia,2308.41,BRL
876,James Mccall,2635.22,NZD
877,Sarah Blake,1684.59,ZAR
878,Bryan Mathews,8393.42,PLN
879,Kelly Smith,4950.27,ILS
880,Mary Wong,3155.55,SGD
881,David Warner,7926.38,GBP
882,Ronnie Smith,2074.85,EUR
883,Jonathan Richardson,3522.67,PLN
884,Julie Lindsey,9996.86,SEK
885,Travis Davidson,2323.27,SEK
886,Andrew Whitney,1243.06,GBP
887,Brandon Ortega,2550.34,PLN
888,William Gordon,1370.81,GBP
889,Lisa Lester,7538.45,BRL
890,Craig Mason,8452.48,CHF
891,Kristina Taylor,6270.77,EUR
892,Kyle Fleming,9111.27,GBP
893,Teresa Dominguez,6050.96,HKD
894,Sheryl Thompson,7528.47,SEK
895,John Ramirez,9923.05,ZAR
896,Candice Edwards,7012.32,INR
897,Christina Brown,5584.38,PLN
898,Tanya Johnson,5352.79,KRW
899,Christopher Reeves,9818.02,DKK
900,William Johnson,690.6,AUD
901,Ashley Torres,4794.9,JPY
902,Ernest Townsend,812.18,PLN
903,Jerry Mcgee,9728.21,CAD
904,Tanya Johnson,2647.88,CAD
905,Brian Miller,5612.96,JPY
906,Greg Daugherty,6808.6,SGD
907,Robert Blair,3202.36,NOK
908,Victor James,8761.15,USD
909,Chad Hogan,2930.57,USD
910,Ronald Rosales,1582.69,ILS
911,Gregory Adams,1304.11,GBP
912,Alicia Baker,9343.28,KRW
913,Michael Wilson,4648.47,SEK
914,Brian Young,5451.19,GBP
915,Edwin Simmons,3599.31,USD
916,Tyler Nguyen,6041.98,NOK
917,Jennifer Anderson,6910.25,MXN
918,Stephanie Martin,6996.92,EUR
919,Susan Compton,1197.93,SGD
920,Lawrence Anderson,8287.71,USD
921,Diane Young,8471.4,CHF
922,Courtney Taylor,7351.45,INR
923,Melissa Henderson,5542.79,KRW
924,Mark Vasquez,3804.91,CHF
925,David Mclaughlin,2238.74,SEK
926,Ruben Young,5301.8,CAD
927,Ryan Morris,5564.94,SGD
928,Eric Phillips,5996.12,EUR
929,Michael Mitchell,808.9,EUR
930,Ryan Davis,9142.15,NOK
931,Mark Nelson,9444.8,CHF
932,Anthony Strickland,8987.28,ZAR
933,Mr. Jamie Robinson,1895.12,MXN
934,Ian Livingston,3688.18,SGD
935,Mary James,1758.37,NZD
936,Jessica Bailey,2418.14,SEK
937,Justin Jones,8701.22,PLN
938,Matthew Romero,6382.33,GBP
939,Angelica Mason,5546.78,USD
940,Mrs. Amy Turner,4018.85,GBP
941,Derek Reyes,1596.26,MXN
942,Erika Elliott,736.21,AUD
943,Monique Gay,190.9,JPY
944,Heather Pruitt,6598.45,GBP
945,John Clarke,242.55,INR
946,Eileen Miller,9740.27,KRW
947,William Jones,736.25,EUR
948,Robin Boyer,6300.2,INR
949,Katie Parrish,120.65,CAD
950,Natalie Ward,2934.3,GBP
951,Stephanie Haas,3007.06,SGD
952,Paula Rodriguez,6256.95,EUR
953,Aaron Baker,9187.41,DKK
954,Joe Walker,2512.41,KRW
955,Alison Branch,2825.99,JPY
956,Kathryn Clark,1289.3,CAD
957,Julie Lawrence,8369.65,DKK
958,Penny Adams,555.74,HKD
959,Tiffany Kaiser,6522.44,ILS
960,Tara Navarro,5829.46,NOK
961,Adam Morris,3743.52,KRW
962,Katie Smith,9467.67,CAD
963,Corey Liu,1168.6,AUD
964,Madeline Moore,1538.87,DKK
965,Michaela Mosley,3373.66,CHF
966,Rachel Buchanan,4443.7,DKK
967,Matthew Jackson,4887.16,NOK
968,Linda Sandoval,9801.03,SEK
969,Daniel Marquez,7440.35,NZD
970,Teresa Williams,9737.43,USD
971,Kevin Watkins,9021.12,CAD
972,Brian Henderson,2517.81,HKD
973,Maria Bruce,1254.16,EUR
974,Angelica Banks,411.08,NOK
975,Jessica Lopez,3484.99,NOK
976,Grant Hubbard II,8419.76,PLN
977,Michael Munoz,1486.88,KRW
978,Amanda Rodriguez,4668.3,DKK
979,Colin Rivera,2117.49,NOK
980,Sean Jones,4463.45,INR
981,Logan Dixon,2179.63,SGD
982,Mckenzie Jones,8263.74,EUR
983,Rebecca Mcgrath,4591.39,NZD
984,Jose Walker,2578.01,EUR
985,Lisa Nunez,1266.05,NOK
986,Miguel Evans,6610.92,CHF
987,Carrie Drake,6134.93,AUD
988,Aaron Jackson,859.15,AUD
989,Mitchell Rose,2237.83,MXN
990,Jessica Phillips PhD,9340.05,KRW
991,Misty Harris,474.96,AUD
992,Sandra Williams,450.65,JPY
993,Curtis Mathis,1981.25,INR
994,David Jones,1718.42,CHF
995,Christine Richards,9050.55,SGD
996,Christine Hansen,9136.43,MXN
997,Samantha Trevino,4686.42,NZD
998,Jenny Spencer,2127.2,CAD
999,Brian Smith,1892.22,NOK
1000,Kaitlin Doyle,7370.99,DKK
1001,Jesse Harrell,1112.03,EUR
1002,Jessica Smith,1378.59,JPY
1003,Nicholas Baker,8498.57,BRL
1004,Luis Powell,8443.21,HKD
1005,Scott Bernard,7230.22,GBP
1006,Amber Stevens,553.55,MXN
1007,Jonathon Peterson,6478.2,DKK
1008,Michaela Bean,9862.05,JPY
1009,Danielle Brown,3215.78,PLN
1010,Lisa Powell,3929.76,CHF
1011,Kathleen Andrews,5019.94,ZAR
1012,Julia Mclaughlin,6220.48,HKD
1013,Danielle Miller,5531.61,JPY
1014,Stephen Baker,508.69,CHF
1015,Aaron Mejia II,1938.17,NOK
1016,Dale Davis,3909.03,NOK
1017,Jenna Oneal,1114.88,NOK
1018,Robert Woods,3173.33,INR
1019,Mr. Connor Vincent,985.44,GBP
1020,Maurice Davis,1591.63,MXN
1021,Pamela Moore,9054.47,SEK
1022,Haley Gordon,4377.49,KRW
1023,Beth Noble,3592.87,INR
1024,Caleb Hooper,6616.73,CHF
1025,Tanya Gomez,7654.96,ILS
1026,Joseph Green,421.84,ZAR
1027,Jonathan Pierce,3172.26,SGD
1028,Leslie Braun,4276.0,CHF
1029,Leon Davidson,739.4,HKD
1030,Stephen Conner,3008.88,GBP
1031,Christopher Willis,8855.27,GBP
1032,Christopher Jones,9546.82,ILS
1033,Peter Wallace,1977.99,INR
1034,Kathleen Ramos,6782.9,MXN
1035,Lori Hernandez,7500.47,KRW
1036,Charles Banks,4793.98,GBP
1037,James Howard,2628.83,KRW
1038,Kim Blake,9933.06,NOK
1039,Kimberly Beck,1971.65,SEK
1040,Zachary Smith,6877.9,GBP
1041,Kristin Jackson,3101.71,CHF
1042,Megan Turner,6207.52,USD
1043,Tyler Clark,6109.51,INR
1044,Denise Tucker,8951.96,GBP
1045,Alexandra Thornton,6772.39,DKK
1046,Sarah Walton,9093.59,INR
1047,Dennis Torres,9879.25,CAD
1048,Rachel Cabrera,3489.68,USD
1049,Dr. Scott Benjamin PhD,9005.61,GBP
1050,Robert Donovan,420.33,AUD
1051,Ryan Wright,5955.52,ZAR
1052,Susan Nelson,2771.37,GBP
1053,James Hall,4737.16,PLN
1054,Shane Smith,9937.77,NOK
1055,Lisa Fuller,7893.77,JPY
1056,Hailey Oconnor,5928.46,GBP
1057,Anthony Baker,4557.09,INR
1058,Katherine Weiss,1195.56,PLN
1059,Steven Cox,9654.17,EUR
1060,Elizabeth Arnold,2308.72,JPY
1061,Margaret Aguilar,2580.97,NOK
1062,Amber Ramirez,5191.13,DKK
1063,Katie Mitchell,4811.32,PLN
1064,Karla Morales,5524.81,ZAR
1065,Christopher Mccarty,593.92,ILS
1066,Mr. Jacob Nguyen,1817.84,HKD
1067,Lisa Brown,5951.65,CHF
1068,Curtis Martin,6750.29,SEK
1069,Mackenzie Davis,6895.06,ZAR
1070,Lisa Lewis,3634.12,JPY
1071,Joseph Wright,6969.18,AUD
1072,Mr. Shane Smith,307.74,CAD
1073,Kevin Kelly,7410.47,MXN
1074,Dustin Ward,9699.28,EUR
1075,Kathleen Frazier,8869.19,KRW
1076,Sharon Diaz,6069.3,HKD
1077,Cindy Goodwin,820.36,INR
1078,Douglas Arias,2685.39,EUR
1079,David Perkins,8624.09,ILS
1080,Melanie Clark,5997.67,PLN
1081,Emily Dawson,5462.19,MXN
1082,Mrs. Sarah Burton,5102.18,SGD
1083,Rodney Rodriguez,1977.12,AUD
1084,Suzanne Butler,6998.6,SEK
1085,Michael Leach,8966.36,PLN
1086,Donna Thomas,4933.57,AUD
1087,Allison Chandler,4213.28,MXN
1088,William Terrell,5069.65,DKK
1089,Wendy Sanchez,1659.62,PLN
1090,Cindy Pearson,1793.42,CAD
1091,Jim Edwards,1514.57,DKK
1092,Anthony Barnes,1818.64,SEK
1093,James Williams,3242.63,NZD
1094,Eric Duke,6836.16,PLN
1095,Carrie Terry,3470.3,MXN
1096,Stephen Atkins,3421.59,MXN
1097,Jonathan Sutton,540.74,ZAR
1098,Christopher Lindsey,4468.27,JPY
1099,Katherine Henry,1273.86,USD
1100,Dr. Nathan Moore,4245.82,MXN
1101,Martha Reynolds,6183.04,USD
1102,Christopher Hanna,3785.09,GBP
1103,Angela Cooper,2616.39,INR
1104,Cynthia Huff MD,7306.81,JPY
1105,Sean Weaver,6198.99,GBP
1106,Thomas Gardner,5598.57,CHF
1107,Martin Collins,751.93,JPY
1108,Diane Garcia,126.84,AUD
1109,Ashley Jones,2077.66,AUD
1110,Sara Patterson,8396.79,HKD
1111,Morgan Alvarez,1199.53,DKK
1112,Christopher Miller,4717.65,JPY
1113,Kimberly Jones,4529.88,NZD
1114,Adam Gomez,6799.04,AUD
1115,Abigail Pearson,8971.31,KRW
1116,Rebecca Mccann,1568.03,HKD
1117,Stacy Sherman,9594.69,JPY
1118,Brian Collins,7325.68,EUR
1119,Marissa Kaufman,6837.05,EUR
1120,Mr. Charles Williams Jr.,3012.23,USD
1121,Susan Price,4854.23,AUD
1122,Jeffrey Sherman,3477.32,KRW
1123,Ryan Flowers,5349.83,JPY
1124,Carol Martin,9164.44,INR
1125,Shawn Ward,492.56,DKK
1126,Lauren Gardner,4329.52,DKK
1127,Casey Walters,4048.81,CHF
1128,Bryan Hughes,6073.37,USD
1129,Dominique Rocha,7367.96,NOK
1130,Christian Burke,8576.06,SGD
1131,Autumn Park,6408.4,CAD
1132,Jacob Wong,5099.63,ZAR
1133,Amber Garcia,4393.11,ZAR
1134,Cynthia Jones,6625.01,BRL
1135,Derek Hernandez,6741.75,HKD
1136,Timothy Rodriguez,9577.84,PLN
1137,Douglas Johnson,2026.88,DKK
1138,Diana Anderson,8649.18,PLN
1139,Ryan Mclean,3717.69,SEK
1140,Courtney West,6019.71,ILS
1141,Daniel Hayes,995.91,NOK
1142,Dana Lopez,7691.04,ZAR
1143,Jody Jones,3992.25,HKD
1144,Jill Preston,1706.64,PLN
1145,Jacob Long,2529.35,NOK
1146,David Garcia,2324.17,MXN
1147,Rodney Joyce,603.26,CAD
1148,Amy Aguirre,7183.96,ILS
1149,Melanie Curtis,1126.93,CHF
1150,Tammy Pope,3714.75,NZD
1151,Joseph Carroll,7719.1,CAD
1152,Jeffery Walters,7692.98,JPY
1153,Robyn Frank,5447.59,USD
1154,Julia Perry,5345.85,KRW
1155,Christian Young,7291.34,KRW
1156,Jonathan Hammond,3720.46,MXN
1157,Sherri Welch,2042.04,SEK
1158,Joanna Dixon,5362.0,NZD
1159,Christopher Jones,1781.27,KRW
1160,Melissa Richardson,4648.83,DKK
1161,Diane Collier,9790.38,AUD
1162,Ricky Gomez,5749.22,PLN
1163,Melinda Knight,3069.9,JPY
1164,Pamela Johnson,2121.27,INR
1165,William Dalton,2106.02,USD
1166,Angela Fox,2412.02,USD
1167,Heather Smith,5478.23,NZD
1168,Pamela Wells,1443.43,DKK
1169,Stephanie Morris,4470.34,EUR
1170,Todd Miller,5438.08,PLN
1171,Christina Zhang,5687.33,NZD
1172,Danielle Vincent,2517.26,ILS
1173,Brandy Green,7500.51,INR
1174,Mrs. Samantha Wilson PhD,4654.32,BRL
1175,Michael White,824.98,INR
1176,Amber Tanner,2393.34,PLN
1177,Andrea Chavez,5912.8,PLN
1178,Jennifer Welch,4784.49,SGD
1179,Pamela Wells,827.22,NOK
1180,Peggy Pineda,1289.21,GBP
1181,Deborah Williams,8087.16,NOK
1182,Jackie Carter,914.95,USD
1183,Vanessa Nguyen,6520.03,CHF
1184,Carl Orozco,8946.56,EUR
1185,Susan Freeman,710.24,NZD
1186,Veronica Jones,8292.53,SGD
1187,Joseph Weaver,2683.7,MXN
1188,Diana Scott,3058.73,SEK
1189,Logan Black DDS,9797.79,NOK
1190,Cynthia Thompson,9685.97,EUR
1191,Lindsey Snow,1618.27,JPY
1192,Barbara Ruiz,1177.58,HKD
1193,Kathleen Williams,7576.66,EUR
1194,Jerome Fisher,4352.25,MXN
1195,Joyce Edwards,7012.43,CHF
1196,Joseph Schultz,2286.23,AUD
1197,Timothy Thompson,802.78,GBP
1198,Brittney Simpson,605.32,KRW
1199,Brian Hernandez,7024.41,BRL
1200,Lori Hines,5896.1,HKD
1201,Bryan Garcia,501.51,KRW
1202,Benjamin Osborn,1619.06,GBP
1203,Michael Moore,6796.4,INR
1204,Grace Ortiz,4286.14,AUD
1205,Tim Hopkins,5678.83,USD
1206,John Davies,9479.37,ZAR
1207,Mr. David Phillips MD,3586.09,DKK
1208,Dwayne Mcpherson,5169.5,ILS
1209,Barbara Wilson,7679.43,CAD
1210,Jamie Young,8190.27,HKD
1211,Megan Frye,1813.92,EUR
1212,Isabel Harrison,5548.65,USD
1213,Steven Simmons,202.26,CAD
1214,Brian Logan,6530.78,PLN
1215,Paul Ibarra,8961.9,SEK
1216,Destiny Watson,235.88,ZAR
1217,Holly Taylor,1556.23,SGD
1218,Lauren Wiggins,1640.56,NZD
1219,Robert Villarreal,2666.66,HKD
1220,Tyler Rodriguez,4458.63,BRL
1221,Daniel Anderson,1538.94,ZAR
1222,Kyle Lambert,1873.63,SGD
1223,Natalie Hayes,6026.06,AUD
1224,Jessica Moore,8119.26,AUD
1225,Christopher Orozco,1099.98,ZAR
1226,Benjamin Knox,9071.23,PLN
1227,Martin Myers,7256.99,USD
1228,Deborah Lamb,4154.35,INR
1229,John Tucker,721.75,PLN
1230,Hannah Beard,4020.87,USD
1231,Jacqueline Hunter,2543.7,SGD
1232,Kayla Wagner,1887.4,CHF
1233,Sarah Jacobs,71.22,DKK
1234,Lisa Solis,7920.7,HKD
1235,Deanna Vang,1922.38,AUD
1236,Elizabeth Ewing,4388.53,USD
1237,Stephanie Nunez,1489.33,INR
1238,Glenn Cole,9435.49,CHF
1239,Miranda Mcconnell,9144.81,INR
1240,Charles Mason,9223.03,GBP
1241,Lori Kelly,9669.01,INR
1242,Tracey Ford,8341.82,AUD
1243,Diana Cortez,1189.79,GBP
1244,Teresa Richardson,5973.42,INR
1245,Alyssa Carr,5757.28,GBP
1246,Jill Chavez,9237.67,MXN
1247,Ashley Dunn,825.02,KRW
1248,Shawn Friedman,1225.71,PLN
1249,Matthew Lester,8624.6,EUR
1250,Leslie Lopez,9294.91,CAD
1251,James Bailey,3346.2,NOK
1252,Rick Robbins,6175.69,DKK
1253,David Smith,9843.57,HKD
1254,Jesus Russo,3515.84,KRW
1255,Stephanie Petty,4048.44,AUD
1256,Daniel Robinson,7572.61,NOK
1257,Aaron Malone,3953.78,AUD
1258,Shawn Mcbride,8398.23,USD
1259,Scott Johnson,2688.05,SEK
1260,Taylor Vasquez,5135.26,DKK
1261,Amber Ward,4831.49,CHF
1262,Paul Morales,6741.98,NZD
1263,Christian Lawson,7675.96,SEK
1264,Peggy Peterson,8791.89,EUR
1265,Kim Orozco,5564.68,MXN
1266,Robert Burns,5430.6,KRW
1267,Timothy Shah,726.94,JPY
1268,Natalie Castro,4448.06,ZAR
1269,James Barr,5747.03,CHF
1270,Jamie Mckee,9982.4,AUD
1271,David Booth,7182.63,BRL
1272,Gregory Jones,2459.24,SGD
1273,Megan Johnson,6917.27,EUR
1274,Ashley Mooney,6978.79,DKK
1275,Robert Tran,3699.94,INR
1276,Jose Wall,8794.71,CHF
1277,Anna Jones,1550.97,CHF
1278,Tracie Warner,7533.52,GBP
1279,Brandi Castillo,6873.66,NZD
1280,Donald Ellis,9088.57,MXN
1281,Theodore Shaw,2286.23,GBP
1282,Matthew Morales,2528.86,PLN
1283,Susan Morales,3495.74,EUR
1284,Pamela Walker,6203.77,EUR
1285,Brandon Torres,2651.51,HKD
1286,Michael Horne,4233.21,PLN
1287,Dr. Benjamin Fischer DDS,1661.14,NOK
1288,Michael Austin,6681.11,GBP
1289,David Sanchez,5223.25,ZAR
1290,Stephanie Lambert,4231.52,CHF
1291,Sandra Logan,9899.28,ILS
1292,Lucas Austin,5863.66,ZAR
1293,Douglas Allen,2528.09,USD
1294,Cynthia James,127.02,ZAR
1295,Daniel Hudson,487.82,CHF
1296,Heather Sutton,3544.15,ZAR
1297,John Perez,5996.62,ZAR
1298,Donna Barker,2668.84,CHF
1299,Cynthia Baker,7387.38,EUR
1300,Courtney White,1102.09,GBP
1301,Bryan Sanchez,254.32,JPY
1302,Wesley Howell,3780.15,USD
1303,Anne Roberts,2961.27,GBP
1304,Allen Wood,6183.03,JPY
1305,Ronald Reid,6852.73,SEK
1306,Rachael Miller,2635.75,PLN
1307,Edward Snyder,4518.29,BRL
1308,Michelle Rios,6413.75,NZD
1309,Brian Graham,6633.54,EUR
1310,Diane Jackson,224.57,DKK
1311,William Taylor,2401.83,USD
1312,Elizabeth Glover,1635.11,DKK
1313,Stephen Owens,1497.66,BRL
1314,Vincent Wallace,5124.79,DKK
1315,Matthew Simon,3196.54,NZD
1316,David Davis,906.55,SGD
1317,Timothy Poole,9979.72,ILS
1318,Angela Davies,6668.06,ZAR
1319,Stephanie Woods,6858.15,MXN
1320,Cheryl Day,8297.23,ILS
1321,David Thomas,6399.83,JPY
1322,Amy Smith,4640.17,SEK
1323,Natalie Tucker,8295.67,GBP
1324,Christopher Parker,4265.1,USD
1325,Alex Johns Jr.,1557.08,SGD
1326,Betty Hanson,4171.62,HKD
1327,Jonathan Wyatt,1766.93,GBP
1328,Ryan Jackson,8189.32,AUD
1329,Andrea Carter,1426.54,JPY
1330,Christopher King,5578.61,MXN
1331,Destiny Waters,4303.38,ILS
1332,Candice Charles,6442.66,CAD
1333,Andrew Fernandez,6660.96,JPY
1334,Sharon Smith,5968.35,JPY
1335,Stephanie Cooper,6704.64,INR
1336,Julie Ewing,8918.41,JPY
1337,Donald Rogers,6803.59,NZD
1338,Jessica Obrien,2874.1,ILS
1339,Deborah Peck,760.27,BRL
1340,Susan Morgan,4606.17,DKK
1341,James Davis,5458.24,NOK
1342,Marie Miranda,3828.53,BRL
1343,Joseph Foster,9805.18,ILS
1344,Timothy Mcknight,3001.48,PLN
1345,Tyler Nguyen,3966.43,HKD
1346,Michael Walters,525.01,AUD
1347,Nancy Gomez,4802.5,NOK
1348,Tracy Tran,598.99,AUD
1349,Benjamin Fletcher,473.78,ZAR
1350,Joseph Edwards,4997.92,SEK
1351,Michael Miller,8987.26,ILS
1352,Tracy Hayes,6210.62,CAD
1353,John Holt,9956.64,SGD
1354,William Alvarez,3298.92,HKD
1355,Joanne Sanchez,7399.06,ZAR
1356,Steven Wu,6932.01,BRL
1357,Savannah Meyers,2276.27,KRW
1358,Andrew Klein,5575.52,USD
1359,Zoe Avery,4396.59,JPY
1360,Diana Franklin,772.83,GBP
1361,Mr. Jacob Juarez PhD,213.99,MXN
1362,Kathleen Smith,1700.27,CAD
1363,Jessica Hooper,6214.07,KRW
1364,Teresa Turner,5067.56,ILS
1365,Jose Sosa,251.86,MXN
1366,Emily Brady,7186.12,INR
1367,April Taylor,7807.2,NZD
1368,Danielle Alexander,1683.71,DKK
1369,Brenda Deleon,5540.14,DKK
1370,Marc Stanley,2484.68,JPY
1371,Douglas Landry,1631.42,CHF
1372,Jay Roberts,997.75,KRW
1373,Darrell Mendoza,6962.98,EUR
1374,Richard Casey,8690.7,PLN
1375,Jonathan Brown,1694.08,BRL
1376,Samantha Hamilton,2976.44,KRW
1377,Julie Douglas,6226.75,ZAR
1378,Gary Franco,6850.42,JPY
1379,Greg Smith,6046.06,HKD
1380,Michael Kelley,5925.48,CAD
1381,Mary Sandoval,4048.03,NZD
1382,Kaitlyn Coleman,7760.71,NZD
1383,Michael Torres,9585.06,CAD
1384,Melissa Hamilton,1689.47,KRW
1385,Wayne Lucas,3280.09,EUR
1386,Sabrina Ward,2657.51,CHF
1387,Vincent Snyder,8118.5,KRW
1388,Dawn Reeves,4203.79,INR
1389,Amber Wallace,4935.04,CAD
1390,Jillian Smith,9928.33,DKK
1391,Robert Chan,5953.21,HKD
1392,Joy Flynn,1089.92,CAD
1393,Chase Johnson,9608.51,INR
1394,Lisa Chase,7778.54,NOK
1395,Connie Jacobs,9356.58,KRW
1396,Mike Reeves,168.41,PLN
1397,Nicole Solis,4587.11,AUD
1398,Jesus Ramirez MD,379.14,KRW
1399,Rebecca Rogers,8965.1,BRL
1400,Lisa Hernandez,4485.49,NZD
1401,Jennifer Diaz,6682.99,PLN
1402,Brian Walton,7368.04,DKK
1403,Sonya Gray,4531.98,ZAR
1404,Cameron Reynolds,306.08,DKK
1405,Michael Hart,7547.14,ILS
1406,Susan Hart,1072.13,CHF
1407,Jeremy Collins,7722.0,DKK
1408,Jose Marshall,7725.39,SGD
1409,Amber Boyle,999.79,ILS
1410,Rachel Sweeney,6426.55,AUD
1411,Thomas Martinez,4965.57,USD
1412,Mr. Ronald Johnson,6394.85,HKD
1413,Anthony Lee,5677.61,ZAR
1414,Curtis Sampson,4964.3,USD
1415,Cynthia Johnson,4741.66,SGD
1416,Damon Gaines,7114.89,GBP
1417,Ian Griffin,5559.92,CHF
1418,Jamie Warren,7822.71,CAD
1419,Evelyn Young,8516.85,SGD
1420,Michael Stewart,7888.48,CHF
1421,Gerald Spencer,2174.53,GBP
1422,Bryan Johnson,3949.1,NOK
1423,Lynn Mendoza,4084.13,NOK
1424,Fernando Ward,7485.13,CHF
1425,Sara Ward,9739.98,INR
1426,Daniel Stewart,7808.47,CAD
