ID,Recipient,Amount,Currency
723,Laura Wood,9668.65,SGD
724,Manuel Dunlap,972.37,NZD
725,Andrew Scott,6187.99,JPY
726,Corey Vargas,3327.55,JPY
727,Andrew Dunn,8033.74,ILS
728,Jason Allen,3327.7,AUD
729,Bryan Smith,3744.41,BRL
730,Bianca Willis,2571.14,MXN
731,Daniel Hughes,5995.88,GBP
732,Shane Russell,9854.22,SGD
733,Kevin Moore,624.58,ZAR
734,Todd Warner,6634.44,NZD
735,Ryan Mosley,1430.08,SGD
736,Robert Page,1131.04,JPY
737,Natalie Graham,5408.77,KRW
738,Robert Williamson,8319.91,DKK
739,Dr. Kaitlin Young,2829.23,GBP
740,Rachel Reynolds,7329.8,CAD
741,Joseph Peterson,6225.48,ILS
742,Brenda Watts,4634.06,HKD
743,Lori Ramirez,1010.46,GBP
744,Lisa Norris,8338.32,SEK
745,Anthony Jones,6245.67,BRL
746,Robert Rodriguez,9934.35,SGD
747,Jose Anderson,9446.33,NOK
748,Amy Lara,9262.68,KRW
749,Kara Bean,3194.13,BRL
750,Jacob Gray,827.28,INR
751,Jennifer Brown,5105.23,SEK
752,Sydney Brown,4655.79,ZAR
753,Jennifer Hopkins,8837.51,GBP
754,Kimberly Macdonald,7992.76,JPY
755,Amanda Schneider,7542.22,SGD
756,Jason Jackson,1338.17,HKD
757,David Carlson,9186.23,HKD
758,Denise Williams,7433.98,HKD
759,Kaitlyn Lane,6120.61,KRW
760,Andrew Cooper,5417.98,HKD
761,James Hughes,1017.65,NZD
762,Stanley Ali,7896.4,SEK
763,Brandon Velazquez,3205.64,ILS
764,Crystal Garrett,9441.4,SGD
765,Kathleen Hensley,5603.58,PLN
766,Casey Hill,2933.35,AUD
767,Darryl Phelps,3537.46,MXN
768,Nicole Jones,3569.8,HKD
769,William Curry,5949.39,SGD
770,Alec Khan,2039.78,GBP
771,Kyle Mclaughlin,9323.34,AUD
772,Joshua Weiss,1059.09,CHF
773,Joy Edwards,6155.49,ZAR
774,Jennifer Rodriguez,1675.48,NZD
775,Brian Howell,4003.94,JPY
776,Jeff Hernandez,5897.21,MXN
777,Courtney Nelson,947.62,NZD
778,Nicholas Clark,9820.56,KRW
779,Glen Johnson,9440.25,EUR
780,Lori Obrien,8734.03,ILS
781,Lisa Simmons,5924.3,NZD
782,Thomas Brown,2709.8,AUD
783,Peter Price,5690.5,SEK
784,Warren Mason,1376.31,ILS
785,Kelly Ruiz,5994.1,AUD
786,Madison Soto,5364.85,JPY
787,Jerry Dennis,1616.45,DKK
788,Melissa Griffin,4082.68,ILS
789,Pamela Collins,6651.8,HKD
790,Kayla Henderson,3591.53,PLN
791,William Bennett,7250.81,ZAR
792,Brittany Rogers,4116.19,SEK
793,Alexander Bush,6780.63,DKK
794,Melissa Marquez,6262.47,PLN
795,Robert Klein,3804.34,NZD
796,Randall Pugh,6805.07,KRW
797,Walter Brennan,5449.38,DKK
798,April Malone,2967.89,CAD
799,Amanda Kennedy,4721.11,HKD
800,Michael Henderson,9486.62,INR
801,Tracy Glenn,3535.45,CHF
802,Heather Smith,768.47,ILS
803,Eric Bird,8124.82,JPY
804,Rachel Gray,9762.8,PLN
805,James Chambers,8882.97,AUD
806,Alicia Rodriguez,2727.63,GBP
807,Christopher Hines,3524.46,DKK
808,Douglas Smith,4106.83,NOK
809,Shane Fox,5108.43,INR
810,Brianna Nolan,1485.35,MXN
811,Vicki Hoffman,9972.71,KRW
812,Linda Weiss,6493.92,USD
813,Lisa Mcfarland,7642.98,CAD
814,Lee Russell,55.72,DKK
815,Mrs. Jessica Vazquez DDS,8751.35,NOK
816,Miguel Chandler,5247.52,BRL
817,Travis Vasquez,4324.11,CAD
818,David Johnson,5764.99,PLN
819,Christian Leach,8271.36,SEK
820,Traci Gentry,3014.8,GBP
821,Alec Zhang,3399.07,CAD
822,Stacy Franklin,5324.04,USD
823,Erica Anderson,3550.01,NZD
824,Sarah Smith,7392.28,CAD
825,Bryan Thomas,6875.06,SEK
826,Vickie Jarvis,5376.43,SGD
827,Stephanie Davis,886.53,INR
828,Daniel Baker,5836.92,GBP
829,Candice Moore,8950.4,EUR
830,Sabrina Lopez,5575.33,SEK
831,Justin Kennedy,19.16,JPY
832,Kathryn Owens,7270.57,SGD
833,Jennifer Gregory,4457.95,ILS
834,Jennifer Long,6246.01,ZAR
835,Kristin Wilson,9626.28,GBP
836,Caitlyn Watson,4929.57,ZAR
837,Miranda Mckee,5540.51,EUR
838,Sierra Taylor,7706.87,CAD
839,Timothy Williamson,77.83,NZD
840,Benjamin Lopez,6785.25,NOK
841,Alfred Johnson,5196.97,ZAR
842,Timothy Austin,545.25,NOK
843,Barbara Blackburn,799.21,ZAR
844,Luis Jackson,2696.81,NOK
845,Thomas Fowler,3388.59,NZD
846,Margaret Hunter,4325.34,EUR
847,Destiny Bird,4848.54,ZAR
848,Christopher Atkins,738.86,BRL
849,William Zamora,4755.22,AUD
850,Lauren Phelps DDS,4334.88,DKK
851,David Knight,7460.3,MXN
852,Nicole Santiago,8966.65,NOK
853,James Matthews,3610.77,KRW
854,Christina Reed,1629.58,BRL
855,Matthew Marquez,9733.44,USD
856,Holly Hernandez,4119.16,BRL
857,Justin Wood,868.3,MXN
858,Monique Miller,793.7,ZAR
859,Amanda Taylor,3554.25,SEK
860,Anna Greene,4949.75,MXN
861,Lance Franklin,1304.47,EUR
862,April Johnson,2026.08,EUR
863,Courtney Gonzalez,7346.8,ZAR
864,Gary Blair,8667.18,KRW
865,Elizabeth Lopez,3059.77,HKD
866,Russell Boyd II,7452.59,CAD
867,Wanda Johnson,6105.6,HKD
868,Brian Mueller,4222.05,GBP
869,Anna Keith,5097.16,ZAR
870,Taylor Martinez,8151.12,DKK
871,Tonya Jones,570.48,EUR
872,Miss Pamela Little,3999.1,KRW
873,Dr. Tyrone Walsh,8442.65,AUD
874,Ashley White,4873.19,ZAR
875,Joseph Harrington,5048.82,NOK
876,Laura Moore,3484.89,BRL
877,Ian Sloan,838.52,KRW
878,Ryan Beck,3893.41,MXN
879,Julie Austin,3822.68,EUR
880,Justin Snyder,9479.18,CHF
881,Christopher Greer,1046.55,AUD
882,Christian Colon,1738.85,NZD
883,Deborah Blair,8890.38,EUR
884,Robert Martinez,8378.2,SGD
885,Holly Dudley,5478.34,CHF
886,Jay Salazar,2112.05,NZD
887,Tina Roach,7048.6,MXN
888,Tanya Richards,5098.33,NOK
889,Richard Braun,1298.56,EUR
890,James King,6270.12,CHF
891,Sarah Wilson,3628.24,ZAR
892,Dr. Brandon Davis,3773.73,PLN
893,Lee White,1673.8,HKD
894,Mrs. Christine Potter,9814.55,PLN
895,Dominique Houston,3573.49,NOK
896,Shannon Frazier,4576.07,GBP
897,Misty Payne DVM,3164.36,BRL
898,Justin Mendoza,392.5,AUD
899,Audrey Morton,9451.11,GBP
900,Sharon Miranda,7250.8,MXN
901,Michelle Williams,1507.6,SEK
902,Melissa Fowler,3395.62,JPY
903,Michele Hill,4970.04,BRL
904,Ms. Julie Cruz,7932.56,CHF
905,Deborah Wells,3675.67,NZD
906,Alice Russell,9793.71,CAD
907,Katrina Rogers,5334.38,INR
908,Andrew Beck,9443.02,BRL
909,Amanda Mcconnell,1077.97,GBP
910,Curtis Jones,2836.61,CHF
911,Lisa Lewis,6883.23,PLN
912,Elizabeth Randolph,4516.18,HKD
913,Daniel Hoffman,1708.15,PLN
914,Keith Brown,9760.99,GBP
915,Emily Dixon,4018.88,NZD
916,Christopher Scott,4455.77,KRW
917,Courtney Atkins,4895.43,NOK
918,Christopher Jones,1606.0,HKD
919,John Cox,2679.27,AUD
920,Calvin Butler,4944.29,SEK
921,Jonathan Rosales,8675.79,JPY
922,Shannon Strickland,5042.68,AUD
923,Amanda Wagner,3121.42,SGD
924,Mr. Kevin Murphy II,1794.8,HKD
925,Kimberly Thomas,8030.8,CHF
926,Kenneth Scott,1555.53,AUD
927,Kevin Garcia,3879.05,EUR
928,Kelly Williams,4100.89,ILS
929,David Turner,9844.46,GBP
930,Sherry Saunders,9944.77,DKK
931,Gabriel Travis,8661.18,HKD
932,James Smith,4194.41,SEK
933,Lisa Davis,5819.22,EUR
934,Haley Wells,5817.82,KRW
935,Laura Sullivan,1605.76,CAD
936,Alexandra Johnson,202.18,PLN
937,Dr. Patrick Shaffer,1321.22,CAD
938,Beth Gonzalez,6910.2,HKD
939,Kristin Black,8815.86,AUD
940,Shannon Williams,8243.75,NOK
941,Jamie Barnes,5834.2,ILS
942,Renee Diaz,2250.97,USD
943,Benjamin Oconnell,103.09,EUR
944,Catherine Wise,5167.17,EUR
945,Jeffrey Martin DVM,4255.91,NZD
946,James White,7629.69,USD
947,Heidi Parker,7728.4,AUD
948,Tracey Delacruz,3500.48,ZAR
949,Scott Johnson,5163.35,USD
950,Tyler Mcneil,7313.77,CAD
951,Nathan Jennings,1568.31,SEK
952,Emily Flynn,2652.0,AUD
953,Kimberly Hill,504.26,HKD
954,Tommy Tucker,1451.71,CHF
955,Wendy Buck,4433.04,KRW
956,Carlos Turner,9021.74,AUD
957,Andre Jacobs,2626.77,CAD
958,Michelle Carter,3655.27,HKD
959,Joseph Ramirez,3607.2,JPY
960,Ryan Leonard,4434.97,NZD
961,Steven Austin,4920.56,CHF
962,Stephen Simon,3213.81,MXN
963,Henry Lucas,8250.36,CAD
964,Jill Gardner,4163.75,DKK
965,Stephanie Mcmahon,5795.33,INR
966,Jason Arnold,3137.83,ZAR
967,Vanessa Saunders,1219.83,EUR
968,Brian Robinson,7886.87,EUR
969,Elizabeth Archer,7861.45,INR
970,Tammy Griffin,2213.13,ILS
971,Jodi Mitchell,3685.23,EUR
972,Ashley Ross,5792.23,SGD
973,Taylor Banks,3928.75,KRW
974,Timothy Webster,5182.24,CAD
975,Andrew Wilcox,362.16,KRW
976,Christopher Haas,8363.77,KRW
977,Andrew Powell,1150.02,NOK
978,Brenda Reed,6380.76,PLN
979,Nicole Vang,3384.19,KRW
980,Yvette Flynn,4883.01,NZD
981,Todd Nielsen,9038.55,KRW
982,Theresa Wright,2049.99,HKD
983,Norma Garcia,3196.78,INR
984,Gabrielle Savage,1759.68,KRW
985,Lance Jones,8396.72,EUR
986,David Morris,5971.04,NOK
987,Jade Mendez,8346.83,SGD
988,Jeffrey Hansen,8928.04,KRW
989,Amber Acosta,8349.46,GBP
990,Rebecca Perez,5489.3,CAD
991,Stephen Contreras,3698.0,GBP
992,Sean Miller,797.24,INR
993,Justin Harris,4637.39,KRW
994,Ronald Smith,4124.71,MXN
995,Chad Fowler,303.95,EUR
996,Crystal Johnson,5968.26,BRL
997,Ashley Wilkerson,416.48,CHF
998,Kevin Reid,3232.0,GBP
999,Janice Perkins,5811.66,KRW
1000,Ashley Carr,6030.17,CAD
1001,Jennifer Johnson,4676.72,PLN
1002,Joseph Boyd,2746.39,GBP
1003,Alison Reyes,1938.33,GBP
1004,Jason Gonzalez,1881.31,ZAR
1005,Richard Taylor,7677.18,JPY
1006,Katherine Miller,6230.56,CHF
1007,Michael Oliver,5503.66,NOK
1008,Shane Cox,9046.29,GBP
1009,Ann Baker,142.76,DKK
1010,Russell Thompson,4144.4,HKD
1011,Matthew Jones,8136.91,HKD
1012,Dawn Mcmahon,1917.94,ILS
1013,Brendan Lee,3601.35,SGD
1014,Megan Green,978.78,SGD
1015,Brett Scott,9044.97,SEK
1016,Danielle Thomas,9745.02,EUR
1017,Jonathon Santos,1542.65,CAD
1018,Janice Warren PhD,6837.32,PLN
1019,Justin Reed,4699.73,PLN
1020,Rhonda Wolfe,6004.39,NOK
1021,Erica Hernandez,245.2,JPY
1022,Crystal King,8592.08,USD
1023,Kimberly Tran,7828.28,SGD
1024,Melanie Luna,6534.37,SGD
1025,Sandra Fletcher,6867.49,USD
1026,Jessica Wilson,4180.72,CHF
1027,Levi Velasquez,7527.12,USD
1028,Veronica Gentry,6880.13,NOK
1029,Donna Clark,2691.23,SGD
1030,Tammy Sherman,2175.49,GBP
1031,Edward French,8178.15,INR
1032,Barbara Riley,9271.03,MXN
1033,David Berger,194.9,CHF
1034,Julie Robinson,3734.23,MXN
1035,Donna Lopez,8960.89,NOK
1036,Jeffrey Perez,5930.3,HKD
1037,Monica Mclaughlin MD,9245.93,KRW
1038,Tammy Fleming,6603.6,BRL
1039,Jaclyn Santana,3746.65,CAD
1040,Jo Ray,7340.94,SEK
1041,Patrick Dean,5749.06,USD
1042,Heather Hayes,3935.95,BRL
1043,Billy Logan,3184.66,CHF
1044,Derek Lewis,7571.41,ILS
1045,Kathleen Gibson,9653.45,DKK
1046,Christopher Davis,9116.4,DKK
1047,Jennifer Phillips,3921.59,SGD
1048,Christopher Robinson,7424.06,EUR
1049,Sharon Brooks,2980.18,ILS
1050,Jennifer Byrd,967.32,KRW
1051,Paul Smith,364.5,JPY
1052,Virginia Cortez,1878.87,BRL
1053,Jeffrey Peterson,6651.2,HKD
1054,Anthony Rogers,7067.57,AUD
1055,Lisa Hartman,7436.23,SEK
1056,Douglas Miller,3977.3,AUD
1057,Linda Holland,741.07,CAD
1058,Steven Gaines MD,3585.55,CAD
1059,Mark Jimenez,5420.41,SGD
1060,Leslie Johnson,5352.24,NOK
1061,Hunter Nelson,7422.89,ZAR
1062,Mathew Ramirez,6481.65,DKK
1063,Christopher Rodriguez,3246.87,CAD
1064,Jonathan Baker,5319.09,USD
1065,John Curtis,6431.55,USD
1066,Amber Anderson,8670.31,MXN
1067,Katrina Rowe,9706.51,ILS
1068,Megan Johnson,6576.4,ZAR
1069,Jon Vasquez,9836.89,CAD
1070,Thomas Villa,4697.35,ZAR
1071,Stephanie Garcia,6224.22,PLN
1072,Lindsay Pitts,7171.8,BRL
1073,Cody Haynes PhD,6533.33,BRL
1074,Jill Adams,371.83,CAD
1075,Michelle Barnes,627.6,INR
1076,Shannon Daniels,3838.9,PLN
1077,Craig Carter,702.87,INR
1078,Amy Coleman,6627.31,PLN
1079,Michael Kelley,9590.66,KRW
1080,Frank Cook,5520.84,PLN
1081,Monica Martin,9148.6,DKK
1082,Zachary Hensley,5298.5,AUD
1083,Jason Goodwin,1319.29,JPY
1084,Jamie Smith,7936.24,MXN
1085,Christina Oliver,6395.02,SEK
1086,Robert Williams,7086.54,INR
1087,Stephen Cole,7612.15,EUR
1088,Jason Patterson,6919.03,EUR
1089,Julian Reynolds,9560.0,NZD
1090,Christopher Blackwell,5684.63,GBP
1091,Rachel Marshall,2106.73,SEK
1092,Christina Castro,4761.02,EUR
1093,Samuel Taylor,8211.0,SGD
1094,David Logan,8651.17,ILS
1095,Anne Conner,2344.39,SEK
1096,Wayne Saunders,804.78,SGD
1097,Michelle Larson,8547.24,ILS
1098,James Johnson,6749.47,HKD
1099,Kyle Smith,6451.81,BRL
1100,Shelby Andersen,2766.21,PLN
1101,Julie Welch,6951.97,PLN
1102,Susan Rodriguez,7797.53,CHF
1103,Russell Wilkerson,528.32,USD
1104,Teresa Cervantes,6217.87,ILS
1105,Nicole Powell,7379.81,KRW
1106,Brent Smith,2156.2,MXN
1107,David Barron,3976.26,JPY
1108,Randy Garcia,2814.03,DKK
1109,Jesse Garcia,4667.44,EUR
1110,Margaret Forbes,671.79,INR
1111,Holly Conway,7969.73,ZAR
1112,Sarah Griffith,1084.89,AUD
1113,Katherine White,9582.31,EUR
1114,Anthony Ryan,201.72,USD
1115,Stephanie Williams,4366.46,ZAR
1116,Robert West,3643.15,NZD
1117,Mark Garcia,8976.14,INR
1118,Brooke Quinn,9459.46,GBP
1119,Heather Hunter,2262.94,MXN
1120,Timothy Cervantes,800.35,SGD
1121,Jacqueline Davis,4897.0,NZD
1122,Timothy Hester,5486.53,PLN
1123,Jennifer Mullins,1701.89,NZD
1124,Henry Hernandez,1008.51,GBP
1125,Steven Kim,8689.83,CHF
1126,Terry Estrada,7870.21,ILS
1127,Alan Townsend DDS,3382.27,GBP
1128,Mary Pennington,8986.43,INR
1129,Brian Harper,1778.64,HKD
1130,Gary Thomas,3762.76,BRL
1131,Michael Hall,7055.59,USD
1132,Marissa Soto,6644.78,NOK
1133,Diane Perry,6068.19,USD
1134,Scott Mendez,1748.25,MXN
1135,Jon Stout,8542.91,INR
1136,Sandra Brown,3557.75,USD
1137,Christopher Lopez,3405.89,PLN
1138,Jeanette Duran,225.99,SGD
1139,Henry Fry,1524.56,KRW
1140,Kimberly Cardenas,6559.27,NOK
1141,Hannah Forbes,691.09,CHF
1142,Tammy Mitchell,5161.93,USD
1143,Molly Cain,7397.18,DKK
1144,Craig Lambert,6251.41,SGD
1145,Jaime Miles,8706.8,CHF
1146,Steven Benitez,4804.19,NZD
1147,Michelle Myers,1014.16,BRL
1148,Paul Brown,868.11,INR
1149,Katrina Nolan,2421.32,BRL
1150,Elizabeth Lewis,7513.49,CAD
1151,Jackie Crawford,9836.23,BRL
1152,Christopher Brooks,9485.86,NZD
1153,Don Mann,3019.19,SGD
1154,Melinda Copeland,5367.79,CAD
1155,Sabrina Rasmussen,8517.22,EUR
1156,Roy Sheppard,3268.0,MXN
1157,Ryan Coleman,4729.91,USD
1158,Ashley Romero,9485.02,MXN
1159,Thomas Bush,4978.49,INR
1160,Andrea Flores,2995.16,GBP
1161,Fernando Rodriguez,7041.15,USD
1162,Ryan Clark,6519.04,GBP
1163,Dakota Lucero,1335.86,CAD
1164,Rebecca Johnson,1439.8,SEK
1165,Tammy Hebert,2275.25,KRW
1166,Maria Wallace,5253.77,AUD
1167,Stephen Murphy,396.55,SEK
1168,Kurt Rodriguez,1880.44,ZAR
1169,Ashley Davis,9203.04,AUD
1170,Tanner Franco,4716.56,KRW
1171,Jessica Santos,8383.03,SGD
1172,Tyler Matthews,8507.97,JPY
1173,Kristin Morgan,7882.97,INR
1174,Reginald Allen,2850.77,AUD
1175,Lisa Barnes,741.88,USD
1176,Sergio Powers,4338.69,HKD
1177,Neil Watts,1157.66,CAD
1178,Joshua Andrews,5227.32,NZD
1179,Cassandra Rodriguez,6562.32,SEK
1180,Kelly Smith,5190.59,EUR
1181,Danielle Price,2305.89,JPY
1182,Michael Rodriguez,6711.22,MXN
1183,Amber Grant,661.38,ILS
1184,Philip Morrison,3003.24,ZAR
1185,Marco Ferguson,4609.69,JPY
1186,Jack Castillo,7824.96,CHF
1187,Russell Wise,4893.21,CAD
1188,Rachel Perkins MD,4258.74,NZD
1189,Lisa Johnson,7650.37,MXN
1190,Erica Austin,3562.06,DKK
1191,Joseph Morris,8492.05,JPY
1192,Jeremiah Delgado,5125.03,BRL
1193,Megan Russell,6990.89,NOK
1194,Dylan Hill,3673.01,INR
1195,Karen Thomas,7239.83,SGD
1196,Connie Hunter,9947.16,JPY
1197,Vincent Weber,1032.25,ZAR
1198,Tiffany Carpenter,4049.64,SGD
1199,Austin White,5390.9,EUR
1200,Erika Swanson,7605.31,MXN
1201,Shelly Harris,2754.69,AUD
1202,Matthew Taylor,3144.45,KRW
1203,Chelsea Pena,5969.97,GBP
1204,Christina Hardin,3919.8,SGD
1205,Sandra Ramirez DDS,3818.59,MXN
1206,Walter Mitchell,9055.03,ILS
1207,Jennifer Warner,4806.83,PLN
1208,Matthew Morales,8982.78,NZD
1209,Lauren Solis,7047.67,PLN
1210,Andrew Shaw,5026.29,EUR
1211,Erica Coffey,9508.06,MXN
1212,Scott Wu,9613.17,GBP
1213,Michael Rush,7195.02,NZD
1214,Jessica Brown,6511.41,JPY
1215,Timothy Davis,5005.75,EUR
1216,Brian Paul,4572.87,SGD
1217,Rebecca Briggs,9049.36,JPY
1218,Dr. Laura Lynn,743.76,MXN
1219,Hailey Greer,9404.55,BRL
1220,Sheri Walker,2328.01,NOK
1221,Kayla Flores,1721.52,ZAR
1222,Madison Nixon,1005.57,SEK
1223,Theresa Knight,4852.58,JPY
1224,Christian Rogers,2943.63,MXN
1225,Cristian Harris,9685.64,MXN
1226,Bonnie Harris,1237.53,BRL
1227,Kyle Soto,2349.1,DKK
1228,Maurice Walker,681.29,KRW
1229,Jonathan Collins,5262.09,EUR
1230,Derek Romero,8988.83,ZAR
1231,Ashley Morris,4212.51,NOK
1232,Brittany Scott,405.88,DKK
1233,Paul Gross,11.63,USD
1234,Dorothy Lane,3430.41,HKD
1235,Sarah Gomez,5390.25,CHF
1236,James Smith,9755.27,PLN
1237,Julie Smith,6857.72,NZD
1238,Vanessa Turner,1859.53,CAD
1239,Amanda Hughes,6084.87,NOK
1240,Mark Smith,8422.91,JPY
1241,Brianna Kim,5800.74,AUD
1242,David Moore,1773.4,HKD
1243,Mark Herring,1258.84,MXN
1244,Johnny Wall,5461.28,AUD
1245,Marco Gutierrez,5023.83,CAD
1246,James Collins,4800.67,ILS
1247,Lisa Mahoney,631.16,SEK
1248,Ann Murray,5366.8,AUD
1249,Shannon Walker MD,3667.99,SGD
1250,Jessica Williams,3596.96,BRL
1251,Elizabeth Molina,3938.34,JPY
1252,Lindsay King,2103.32,EUR
1253,Charles Davis,8266.37,USD
1254,Rachel Kelly,649.13,PLN
1255,Emily Smith,5903.33,HKD
1256,Ashley Michael,837.51,MXN
1257,Steven James,3953.54,AUD
1258,Darren Diaz,5399.72,NZD
1259,Ian Welch,6122.41,USD
1260,Danny Rodriguez DVM,539.35,NOK
1261,Kendra Bailey,4419.81,INR
1262,Lauren Wong,8279.25,BRL
1263,Kendra Park,9348.6,BRL
1264,Jennifer Simon,789.43,BRL
1265,Craig Palmer,8762.36,AUD
1266,Sandra Thompson,6363.98,SGD
1267,Scott Brown,4922.26,SEK
1268,Anthony Roth,2280.81,EUR
1269,Kayla Hampton,5515.82,INR
1270,Jennifer Preston,6783.83,NZD
1271,April Hampton,9161.59,BRL
1272,Debbie Barker,1409.38,NOK
1273,Alexander Perez,6516.58,INR
1274,Catherine Hammond,2368.19,USD
1275,Mrs. Brittney Ramirez MD,4565.58,USD
1276,Angela Harris DDS,1306.47,INR
1277,Ryan Cook,9889.64,NOK
1278,Kristina Burns,6478.84,ZAR
1279,Randy Young,4802.22,DKK
1280,Kimberly Ellis,7290.73,GBP
1281,Kaitlyn Chapman,741.63,CAD
1282,Julie Scott,2004.16,INR
1283,Dana Baker,7562.04,NZD
1284,Jason Davis,4639.45,ILS
1285,Laura Miller,7888.72,INR
1286,Anna Nguyen,6797.43,BRL
1287,Julia White,4083.9,SEK
1288,Daniel Barron,83.12,CAD
1289,Jacob Arnold,1826.67,GBP
1290,Erin Garcia,2618.04,HKD
1291,Sabrina Wang,6467.12,BRL
1292,Kristin James,4321.19,SGD
1293,Amber Weaver,7225.08,DKK
1294,Jason Flores,1483.98,MXN
1295,Timothy Brennan,6847.26,BRL
1296,Jeffrey Cox,1339.39,EUR
1297,Catherine Kramer,4738.3,JPY
1298,Brandon Fisher,6060.65,MXN
1299,Steven Zhang,5752.26,JPY
1300,Elizabeth Harrell,864.67,EUR
1301,Jamie Ford,5726.71,AUD
1302,Jason Long,5566.67,DKK
1303,Jennifer Johnson,6885.2,KRW
1304,Allison Brennan,5586.78,INR
1305,Brittany Caldwell,4089.8,CAD
1306,Veronica Acevedo,7811.63,EUR
1307,Sandra Cox,3637.45,MXN
1308,Jason Bullock,3145.53,AUD
1309,Dwayne Cummings,1554.14,NZD
1310,Angela Curry,8717.91,SEK
1311,William Preston,3892.61,SEK
1312,Andrea Scott,1180.56,JPY
1313,Melissa Ray,103.96,MXN
1314,Tammy Roth,2379.63,INR
1315,Anthony Bradley,9078.47,HKD
1316,Alicia Johnson,6636.87,SGD
1317,Rebecca Williams,9833.38,HKD
1318,Dr. Taylor Massey DVM,5451.09,INR
1319,Todd Perry,4937.01,AUD
1320,Alicia Gonzalez,321.32,NOK
1321,Todd Edwards,8319.77,EUR
1322,Jennifer Barnes,4056.05,ILS
1323,Brian Crawford,3182.19,ZAR
1324,Christina Andrews,3228.9,MXN
1325,Brandy Tyler,6794.23,MXN
1326,Christopher Navarro,3060.49,PLN
1327,Ann Robinson,9698.74,NOK
1328,Carrie Adams,2806.82,GBP
1329,Amber Haley,655.49,ILS
1330,Rebecca Hernandez,500.05,GBP
1331,Charles Rodriguez,5899.88,USD
1332,Jamie Garcia,2827.7,PLN
1333,Angel West,9882.86,NOK
1334,Stephen Donovan,5614.12,KRW
1335,Cassandra Mueller,2196.99,CAD
1336,Valerie Porter,6343.01,CHF
1337,Karen Williamson,9818.01,KRW
1338,Charlotte Thomas,7236.77,CAD
1339,Janice Martin,7641.49,ZAR
1340,Michael Cooper,4988.59,USD
1341,Peter Garcia,7395.14,SEK
1342,Daniel Tyler,8700.32,CHF
1343,Robert Griffith,6945.77,ZAR
1344,Jill Smith,3389.55,EUR
1345,Mr. Andrew Smith,7150.14,EUR
1346,Gregory Lindsey,9333.44,USD
1347,Anthony Hughes,728.86,CHF
1348,Cindy Bean,7152.6,JPY
1349,Keith Grant,7464.26,NOK
1350,Michael Velazquez,494.72,DKK
1351,Elizabeth Herman,617.0,JPY
1352,Thomas Bush,777.56,PLN
1353,Raymond Jackson,6711.14,CAD
1354,Nicole George,6224.6,HKD
1355,James Vazquez,437.45,CHF
1356,Steven Espinoza,6398.05,AUD
1357,Jimmy Harris,9555.16,HKD
1358,Steven Schwartz,3946.14,ILS
1359,Andre Guerrero,9086.63,GBP
1360,Lucas Burke,1321.17,GBP
1361,Cheryl Young,6243.24,EUR
1362,Connor Gordon,1628.85,JPY
1363,Elizabeth Castillo,1322.22,GBP
1364,Angel Morales,7003.28,HKD
1365,Adam Blankenship,2903.72,ZAR
1366,Jacqueline Meadows,5563.42,AUD
1367,Jonathan Woodward MD,752.73,DKK
1368,Dr. Steven Roy MD,4536.66,BRL
1369,Benjamin Ward,1061.04,USD
1370,Robert Bryant,6238.49,INR
1371,Jennifer Hughes MD,1762.15,BRL
1372,Douglas Williams,3773.3,CHF
1373,Tyler Castro,8779.76,USD
1374,Dr. Anthony Martinez,858.25,KRW
1375,Sherry Stafford,3082.53,NZD
1376,Stephen Wise,8821.43,USD
1377,Jennifer Malone,9872.43,PLN
1378,William Taylor,1710.61,NOK
1379,Michael Barrett,2528.02,GBP
1380,Kevin Hodge,966.32,EUR
1381,Brittany Lewis,4742.05,CAD
1382,Heather Allen,5800.48,ILS
1383,Timothy Smith,8797.71,HKD
1384,David Williams,9196.21,MXN
1385,Dana Golden,9182.13,MXN
1386,Andrew Robinson,7605.53,USD
1387,Carrie Frazier,6570.13,ZAR
1388,Daniel Foster DDS,3500.91,INR
1389,Matthew Suarez,5845.05,INR
1390,Lori Carter DVM,1905.65,ILS
1391,Steven Copeland,5275.91,DKK
1392,Alicia Cruz,2339.78,ZAR
1393,Sarah Coleman,5144.06,KRW
1394,Charles Salazar,3480.56,CHF
1395,Michael Hernandez DDS,6418.05,MXN
1396,Dwayne Morales,2633.6,SGD
1397,Lisa Klein,5608.63,JPY
1398,Michael Rush,744.77,USD
1399,Alexandra Hunter,4217.77,GBP
1400,Andrew Ashley,7048.84,CHF
1401,James Ellis,6053.59,ILS
1402,Angela Dean MD,3207.97,USD
1403,Tonya Kelley,5142.66,KRW
1404,Christine Spencer,1391.0,SEK
1405,Nicole Glenn,7633.99,PLN
1406,Donald Johnson,3714.85,ZAR
1407,Brian Garrett,1882.07,HKD
1408,Madison Reed,6141.45,ILS
1409,Randy Goodwin,5823.65,PLN
1410,Stanley Ryan,3198.33,HKD
1411,Katherine Robinson,5416.08,NZD
1412,Brittany Walton,2168.94,DKK
1413,Sara Russell,5129.04,BRL
1414,Gregory Allen,6312.9,MXN
1415,Laura Sullivan,2836.3,BRL
1416,Jennifer Carter,6215.77,GBP
1417,Amanda Castillo,2262.13,HKD
1418,Stephanie Roberts,4365.77,KRW
1419,Susan Harris,5804.19,ZAR
1420,Michelle Donovan,1318.55,PLN
1421,Gary Watson,6745.15,ZAR
1422,Nicole Morrison,9238.82,CHF
1423,Richard Edwards,5311.05,SEK
